Response ID,"To begin, please tell us which of these is true for your housing during the 2022-2023 academic year?",Do you have someone at CU Boulder you consider a mentor?,What is your likelihood of returning to CU Boulder in fall 2023?,How do you describe your race/ethnicity? Please select all that apply. - Selected Choice,Are you currently receiving financial aid? (Select all that apply),Entry_Type,FirstGen_Status,School_College,Please indicate your level of agreement with each of the following statements. - I belong at CU Boulder.,Please indicate your level of agreement with each of the following statements. - I fit in well at CU Boulder.,Please indicate your level of agreement with each of the following statements. - People at CU Boulder accept me.,Please indicate your level of agreement with each of the following statements. - I feel a connection with the CU Boulder community.,Please indicate your level of agreement with each of the following statements. - People on campus are generally supportive of my individual needs.,Please indicate your level of agreement with each of the following statements. - There are people on campus who are genuinely interested in me as a person.,Please indicate your level of agreement with each of the following statements. - There are people on campus who care about my future.
R_2qpyUL2IE8IYEkh,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,Program in Exploratory Studies,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,
R_33DwfbN34pD12Ga,I lived in housing provided by CU for part of the year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree
R_e4okRn2n96cdlZf,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree
R_0BXLxsdUrvZNdcZ,I lived in housing provided by CU for the entire year,No,Almost certain,"Asian or Asian American,Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Slightly agree,Slightly agree,Agree,Slightly disagree,Agree,Agree,Agree
R_1eV7TsDOQcvn0h6,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_ZaT8AYcY4CWDI4N,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Slightly agree,Strongly agree,Agree
R_DMnYygONC6WxFx7,I did not live in housing provided by CU this year,Yes,Certain,"Black or African American,Hispanic, Latin/a/o/x, or Spanish Origin,Native American, American Indian, or Alaska Native,Another race/ethnicity not listed above (please specify):","Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",T,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
R_1JR800nkK5EFJNO,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",T,0,College Arts & Sciences UGRD,Disagree,Disagree,Agree,Strongly disagree,,Agree,Disagree
R_1Qixs4R4LjsIp4I,I did not live in housing provided by CU this year,No,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Slightly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree
R_2zO4SOeUjRDJhXm,I lived in housing provided by CU for the entire year,Yes,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,0,Program in Exploratory Studies,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree
R_2TGmNzzgG5Sb4a5,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,Leeds School of Business UGRD,Agree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Agree
R_xrLNiuW2RPDSIxP,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",T,0,College Arts & Sciences UGRD,Agree,Slightly disagree,Agree,Slightly agree,Strongly agree,Agree,Strongly agree
R_30oWbkWvPtpo0Pr,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2PuG2DTSRCPr2bF,I lived in housing provided by CU for the entire year,No,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_7ZJWYev9Yd0PpAt,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
R_1HjL3cSXrt17WFr,I lived in housing provided by CU for the entire year,No,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,1,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree
R_2CjMwEvkGWErgXV,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_1IKGg4nauYoMBNV,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,1,Pgm Environmental Design UGRD,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
R_1nZ9zgfI7ZyyBDy,I lived in housing provided by CU for the entire year,No,Certain,Middle Eastern or North African,"Yes, scholarships and/or grants",F,1,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Slightly agree,Strongly agree,Strongly agree
R_svfjpuoq50eGEkV,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, private loans (through a bank or private lender)",F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree
R_1H79fjiOwbOBYJ3,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_Y5BM1nMndRhwlB7,I did not live in housing provided by CU this year,Yes,Certain,"Asian or Asian American,White or European American","Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",T,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree
R_3I4uY62LVhaxt2w,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Pgm Environmental Design UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_3eq2MQqi5AcCxXG,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_OydG8v8p48BdGa5,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, scholarships and/or grants",T,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree
R_2XiAZGu4tskSIkt,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Agree
R_2SjAGja2LJ1HoNh,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree
R_12upzfYxUS87JdA,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree
R_eEyPSwRZ6OyeCuR,I lived in housing provided by CU for the entire year,No,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Slightly agree,Agree,Strongly agree,Slightly agree
R_2cuOAc5hFhYQPEk,I lived in housing provided by CU for the entire year,Yes,Certain,Prefer not to state,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree
R_1eFVBrXLhQ83fM6,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_p4yqNTubSKeDDJn,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",T,0,Leeds School of Business UGRD,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree
R_3P4Y0FXTnqHscEb,I lived in housing provided by CU for the entire year,No,Certain,Prefer not to state,Prefer not to state,F,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
R_3lFZG7aV3cLbJeX,I lived in housing provided by CU for the entire year,Yes,Certain,"Asian or Asian American,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,School of Education UGRD,Agree,Agree,Agree,Slightly agree,Agree,Agree,Slightly agree
R_XHZNEHBnKlrPCed,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
R_2zdLtPDzr8o5G93,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, private loans (through a bank or private lender)",F,1,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2vjZjStzi5CRkl4,I did not live in housing provided by CU this year,No,Unlikely,Another race/ethnicity not listed above (please specify):,No,T,0,College Arts & Sciences UGRD,Agree,Agree,Strongly agree,Slightly agree,Agree,Strongly agree,Strongly agree
R_9oZqrviXTmhU4rn,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Agree,Slightly agree,Agree,Agree,Agree,Agree,Slightly agree
R_2D2Eod5YzIqXY7O,I lived in housing provided by CU for the entire year,No,Likely,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,Coll Engineering & AppSci UGRD,,,Slightly disagree,Slightly agree,Slightly disagree,,
R_22FbOu2EMWON5qc,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,1,College Arts & Sciences UGRD,Slightly agree,Slightly disagree,Agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree
R_2QtuoqMgDBm1a0Y,I lived in housing provided by CU for the entire year,Yes,Certain,Asian or Asian American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Coll Engineering & AppSci UGRD,Slightly agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree
R_1ePpFmgoDeTmBYp,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree
R_2Veaxz3Wb6rUM1E,I did not live in housing provided by CU this year,Not sure,Certain,"Asian or Asian American,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",T,0,College Arts & Sciences UGRD,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
R_2fdmo5CgJRr4TGo,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Agree,Agree,Slightly agree,Slightly agree,Strongly agree
R_sNBEZ5TYoLP5HzP,I did not live in housing provided by CU this year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants",T,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_Au1TRJT8y754RZn,I lived in housing provided by CU for the entire year,No,Certain,"Native American, American Indian, or Alaska Native,White or European American",No,F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2znDF3Wz69AlDZz,I lived in housing provided by CU for the entire year,Yes,Certain,"Asian or Asian American,White or European American","Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3HCwhzulPA7i787,I lived in housing provided by CU for the entire year,Yes,Likely,Asian or Asian American,"Yes, federal loans (through Department of Education)",F,1,College Arts & Sciences UGRD,Strongly agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Agree
R_2X7i8i7eemQT3L5,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,"Coll of Media,Comm&Info UGRD",Slightly agree,Agree,Agree,Slightly agree,Strongly agree,Agree,Strongly agree
R_2yjihrlsWBCJLZv,I lived in housing provided by CU for the entire year,No,Almost certain,Asian or Asian American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2tzfOk3VuDOnenM,I lived in housing provided by CU for the entire year,No,Certain,"Asian or Asian American,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Slightly disagree,Slightly agree,Agree,Agree
R_3Ej6CP8v7KAVwKM,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Agree
R_1hAoqhSknOVbTrO,I lived in housing provided by CU for the entire year,Not sure,Certain,Prefer not to state,"Yes, federal loans (through Department of Education)",T,0,"Coll of Media,Comm&Info UGRD",Slightly agree,Agree,Agree,Slightly agree,Disagree,,Slightly agree
R_1Ojkt9mj5ytfRwu,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,,Agree,Slightly agree,Slightly agree
